country,indicator,dimension,year,observed,expected,z_observed,z_expected,gap
Thailand,CO2IntElec,LowCarbonContinuity,2021,566.06,563.456000000002,0.06344684630714312,0.09299271756886496,-0.02954587126172184
Thailand,CO2IntElec,LowCarbonContinuity,2022,560.29,559.2020000000011,0.12891523232107005,0.14126005103564127,-0.012344818714571215
Thailand,CO2IntElec,LowCarbonContinuity,2023,549.24,554.9480000000021,0.2542922973910686,0.18952738450239695,0.06476491288867167
Thailand,RenCap,LowCarbonContinuity,2020,165.3279125262118,190.1902037901383,0.8944521825534849,1.2417129482981486,-0.3472607657446637
Thailand,RenCap,LowCarbonContinuity,2021,172.9289610270183,210.5847923172921,1.0006188224191432,1.5265716668211118,-0.5259528444019685
Thailand,RenCap,LowCarbonContinuity,2022,174.8304939118632,233.1663454351649,1.0271782315528457,1.8419765240875885,-0.8147982925347428
Thailand,RenCap,LowCarbonContinuity,2023,175.6417198383849,258.16937702546477,1.0385089224149782,2.1912030617310982,-1.15269413931612
Thailand,RenElec,LowCarbonContinuity,2020,14.2,14.36066666666602,-0.25467451175503575,-0.2418140492442517,-0.012860462510784043
Thailand,RenElec,LowCarbonContinuity,2021,15.0,15.259151515150961,-0.19063901377577053,-0.16989539336980441,-0.020743620405966112
Thailand,RenElec,LowCarbonContinuity,2022,15.79,16.157636363635902,-0.12740395952124622,-0.09797673749535715,-0.02942722202588907
Thailand,RenElec,LowCarbonContinuity,2023,15.62,17.056121212120615,-0.14101150284184008,-0.02605808162092809,-0.11495342122091198
Vietnam,TDLoss,EnergyServiceSecurity,2020,6.532956301198147,6.359178789561484,0.19480265021196058,0.2587112136292201,-0.06390856341725953
Vietnam,TDLoss,EnergyServiceSecurity,2021,6.488909583808505,6.056888180423638,0.2110013079387647,0.3698818615604694,-0.15888055362170472
Vietnam,TDLoss,EnergyServiceSecurity,2022,6.19935170178282,5.7689672903009965,0.3174893574689989,0.4757678895755841,-0.15827853210658516
Vietnam,AccessElec,EnergyServiceSecurity,2020,99.8,99.96377113453994,0.5834994067322428,0.6261920470199221,-0.042692640287679384
Vietnam,AccessElec,EnergyServiceSecurity,2021,100.0,99.97694097653563,0.6356363604238807,0.6296252242311996,0.006011136192681121
Vietnam,AccessElec,EnergyServiceSecurity,2022,100.0,99.98532404775895,0.6356363604238807,0.6318105632120194,0.0038257972118612704
Vietnam,AccessElec,EnergyServiceSecurity,2023,99.8,99.990659751526,0.5834994067322428,0.633201499913093,-0.04970209318085028
Vietnam,Inflation,MacroPricePressure,2020,3.220934366525141,2.6310315393863313,-0.005370110053717419,0.1939166501606139,-0.19928676021433134
Vietnam,Inflation,MacroPricePressure,2021,1.834715548104437,2.6310315393863313,0.46293593047013154,0.1939166501606139,0.2690192803095176
Vietnam,Inflation,MacroPricePressure,2022,3.156507499631293,2.6310315393863313,0.016395206170159007,0.1939166501606139,-0.17752144399045489
Vietnam,Inflation,MacroPricePressure,2023,3.252892826676616,2.6310315393863313,-0.01616663058561108,0.1939166501606139,-0.21008328074622498
Vietnam,CO2IntElec,LowCarbonContinuity,2020,528.44,517.5406666666604,0.4902961845816547,0.6139637343150245,-0.1236675497333698
Vietnam,CO2IntElec,LowCarbonContinuity,2021,475.06,530.9446060606024,1.0959638527659588,0.46187807082284454,0.6340857819431143
Vietnam,CO2IntElec,LowCarbonContinuity,2022,415.41,544.3485454545407,1.7727730773293473,0.30979240733070584,1.4629806699986414
Vietnam,CO2IntElec,LowCarbonContinuity,2023,472.4,557.7524848484827,1.1261451191086012,0.15770674383852593,0.9684383752700753
Vietnam,RenCap,LowCarbonContinuity,2020,391.3804203380919,269.6551373146997,4.051810695006921,2.351628899835026,1.7001817951718952
Vietnam,RenCap,LowCarbonContinuity,2021,434.6260919456511,293.75796785034134,4.655838894908702,2.688281998279136,1.9675568966295658
Vietnam,RenCap,LowCarbonContinuity,2022,448.3440141921219,320.01520362229735,4.847442159996622,3.055026466989362,1.7924156930072601
Vietnam,RenCap,LowCarbonContinuity,2023,476.3089280600867,348.61941379440077,5.2380383967104605,3.45455199029856,1.7834864064119005
Vietnam,RenElec,LowCarbonContinuity,2020,34.81,36.92666666666662,1.3950400049357838,1.564467260005919,-0.16942725507013523
Vietnam,RenElec,LowCarbonContinuity,2021,42.78,36.494242424242316,2.0329936535542132,1.5298541328784856,0.5031395206757276
Vietnam,RenElec,LowCarbonContinuity,2022,49.46,36.06181818181801,2.567690061681077,1.4952410057510521,1.0724490559300248
Vietnam,RenElec,LowCarbonContinuity,2023,42.94,35.62939393939371,2.0458007531500657,1.4606278786236186,0.5851728745264471
